,Unnamed: 0,ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2812,1518,1519,43,17,64,95053,,3/00,,221,1,0,0,1,0
2813,172,173,38,13,171,92717,2.0,7/80,Bach,0,0,0,0,1,0
2814,1107,1108,47,21,79,94110,3.0,1/10,Bach,185,0,0,0,1,1
2815,2125,2126,44,20,93,91910,,0/80,Bach,101,0,0,0,1,0
2816,2507,2508,59,34,60,90048,,2/10,Bach,234,0,0,0,1,1
2817,3264,3265,67,41,114,95616,4.0,2/40,PhD,0,0,0,0,1,0
2818,54,55,29,5,44,95819,1.0,0/20,PhD,0,0,0,0,1,0
2819,873,874,24,0,88,90740,3.0,0/80,,134,0,0,0,0,0
2820,4688,4689,29,3,69,92093,4.0,1/80,Master,0,0,0,0,1,1
2821,1567,1568,63,39,92,94710,2.0,0/00,PhD,0,0,0,0,1,0
2822,3257,3258,59,35,84,92407,1.0,1/80,PhD,0,0,0,0,1,0
2823,4896,4897,40,15,81,94304,,0/40,,0,0,0,0,1,0
2824,2389,2390,27,1,41,90033,1.0,1/90,PhD,0,0,0,0,0,1
2825,3486,3487,25,1,20,92806,4.0,1/00,Bach,0,0,0,0,0,1
2826,2305,2306,32,7,185,92009,,6/70,Bach,0,0,0,1,1,1
2827,1411,1412,65,39,184,91302,,5/40,,176,1,0,1,1,1
2828,4389,4390,58,32,40,90057,,1/60,Bach,0,0,1,1,1,1
2829,2510,2511,62,38,52,95616,4.0,1/30,Master,0,0,0,0,1,1
2830,2340,2341,33,9,44,94112,,1/20,Bach,0,0,0,0,0,0
2831,3472,3473,54,27,120,92672,4.0,3/00,Master,431,1,0,0,1,0
2832,3235,3236,60,35,39,91711,2.0,1/60,PhD,0,0,0,0,1,0
2833,3842,3843,61,35,91,95136,2.0,2/00,Bach,0,0,0,0,1,0
2834,2140,2141,53,27,89,92130,1.0,0/80,PhD,0,0,1,0,1,0
2835,4019,4020,62,36,28,95020,,0/70,Master,0,0,0,0,1,0
2836,3038,3039,34,8,39,92124,4.0,0/20,Bach,115,0,0,0,1,0
2837,4969,4970,45,19,60,94143,,0/40,PhD,250,0,0,0,1,0
2838,1575,1576,50,26,88,90037,,2/70,Bach,0,0,0,0,1,0
2839,686,687,24,-1,38,92612,,0/60,Master,0,0,0,0,1,0
2840,1416,1417,40,15,82,93101,,0/40,Bach,0,0,0,0,0,0
2841,1555,1556,59,33,49,93009,4.0,1/70,Master,104,0,0,0,1,0
2842,3026,3027,44,20,81,90254,,0/80,Bach,228,0,0,0,0,1
2843,662,663,65,41,185,93561,3.0,2/00,Master,0,1,0,0,0,0
2844,1286,1287,29,3,50,94010,3.0,1/10,,0,0,0,0,0,1
2845,1893,1894,49,24,13,94608,1.0,0/40,PhD,101,0,1,0,0,0
2846,2688,2689,56,30,34,94542,2.0,0/70,Master,0,0,0,0,1,0
2847,1375,1376,50,26,179,92612,,2/90,PhD,0,1,0,0,0,1
2848,4010,4011,44,19,40,94618,,1/90,PhD,84,0,0,0,0,0
2849,2044,2045,51,25,102,92677,1.0,0/30,Bach,0,0,0,0,1,0
2850,3506,3507,27,1,58,95827,4.0,1/80,Master,154,0,0,1,1,1
2851,2706,2707,43,17,158,90740,1.0,2/40,Bach,0,0,0,0,1,0
2852,2057,2058,37,12,125,91754,2.0,3/90,Bach,0,0,0,0,1,1
2853,978,979,52,26,68,92068,1.0,0/80,PhD,0,0,0,0,1,1
2854,3775,3776,32,6,31,90275,,2/00,PhD,0,0,0,0,1,1
2855,4821,4822,30,6,62,95831,1.0,0/10,Bach,0,0,0,0,1,1
2856,1892,1893,55,30,55,94110,,1/70,Bach,0,0,0,0,0,1
2857,2115,2116,57,31,30,95070,,1/40,Bach,0,0,0,0,0,0
2858,2829,2830,35,9,82,94720,,2/50,Bach,138,0,0,0,0,0
2859,1119,1120,41,16,79,96064,1.0,1/00,PhD,233,0,0,0,1,0
2860,4540,4541,56,32,64,90210,4.0,1/50,Bach,0,0,0,0,1,0
2861,647,648,62,38,64,95064,4.0,2/20,,123,0,1,1,1,1
2862,2644,2645,40,14,28,94061,,0/80,PhD,0,0,0,0,0,0
2863,1241,1242,64,38,39,92120,,0/50,,0,0,1,1,1,1
2864,3106,3107,36,10,21,92084,3.0,0/10,Master,0,0,0,0,0,0
2865,1128,1129,30,5,171,94025,2.0,1/90,Master,0,1,0,0,0,0
2866,3450,3451,29,4,14,94590,4.0,0/50,PhD,0,0,0,0,0,1
2867,2144,2145,33,6,168,94720,3.0,5/67,Master,0,1,1,1,1,0
2868,634,635,57,31,32,90034,,1/40,Bach,0,0,1,1,1,1
2869,120,121,54,29,12,90057,2.0,0/20,PhD,0,0,0,0,1,0
2870,2106,2107,62,38,132,90210,,2/90,Bach,0,0,0,0,0,0
2871,1817,1818,36,11,9,94604,4.0,0/20,PhD,0,0,0,0,0,1
2872,3421,3422,49,23,125,90245,,2/40,Bach,0,0,0,0,0,1
2873,1338,1339,51,27,42,90245,,0/10,PhD,0,0,0,0,0,0
2874,3085,3086,55,29,71,91311,3.0,0/30,Master,0,0,0,0,0,1
2875,2513,2514,52,26,71,92037,1.0,1/40,PhD,0,0,0,0,0,0
2876,2838,2839,30,6,181,94542,3.0,4/10,Master,0,1,0,1,1,1
2877,2048,2049,28,4,43,94803,,1/80,Master,0,0,0,0,1,1
2878,761,762,48,24,84,92152,3.0,0/70,,166,0,0,0,1,0
2879,2411,2412,47,22,65,91330,3.0,2/70,,0,0,0,0,1,0
2880,1053,1054,58,32,51,95819,1.0,2/80,Master,0,0,0,0,1,0
2881,1168,1169,62,37,38,91706,,1/10,,0,0,0,0,1,0
2882,4750,4751,66,41,38,95134,1.0,1/10,PhD,0,0,0,0,0,1
2883,2315,2316,52,26,182,95818,2.0,1/40,Master,0,1,0,0,1,0
2884,4386,4387,53,27,122,94305,,2/40,,330,0,0,0,0,0
2885,4012,4013,30,6,124,91320,2.0,0/60,,0,0,0,0,1,0
2886,4640,4641,30,6,42,90034,,2/10,PhD,0,0,0,0,1,0
2887,1891,1892,42,18,50,95126,,2/20,Master,0,0,0,0,0,0
2888,418,419,27,0,33,90089,,1/00,PhD,0,0,0,0,0,0
2889,4149,4150,41,15,53,93106,1.0,0/70,PhD,0,0,0,0,1,0
2890,2935,2936,53,23,80,93023,1.0,3/00,PhD,0,0,0,0,1,1
2891,37,38,51,25,71,95814,1.0,1/40,,198,0,0,0,0,0
2892,3114,3115,29,4,55,90024,4.0,2/00,Master,0,0,1,0,1,0
2893,1270,1271,43,18,60,91311,2.0,2/20,PhD,0,0,0,0,0,1
2894,3861,3862,65,40,29,90025,1.0,1/50,Master,0,0,0,0,0,0
2895,3810,3811,48,24,12,94707,4.0,1/00,Bach,89,0,0,0,0,0
2896,1942,1943,61,36,29,90210,2.0,0/50,Master,0,0,0,0,1,0
2897,2124,2125,35,9,44,92054,3.0,0/90,Bach,89,0,0,0,0,0
2898,1765,1766,26,0,149,95051,2.0,7/20,Bach,154,0,0,0,0,0
2899,4588,4589,35,10,85,95351,4.0,2/10,PhD,0,0,0,0,0,1
2900,4140,4141,63,38,32,94015,1.0,1/50,Master,0,0,0,0,0,0
2901,1397,1398,65,41,45,95521,,0/10,PhD,0,0,0,0,1,0
2902,4297,4298,33,9,73,92110,4.0,3/40,,140,0,0,0,1,0
2903,509,510,52,28,118,90503,2.0,6/80,Bach,112,0,0,0,1,0
2904,4122,4123,56,30,195,90089,,2/90,Bach,0,0,0,0,0,0
2905,539,540,57,32,21,94720,1.0,0/30,PhD,117,0,0,0,0,0
2906,2089,2090,53,29,95,94304,1.0,2/70,Master,0,0,0,0,1,0
2907,2927,2928,43,17,124,94117,1.0,5/20,Bach,0,0,0,0,0,0
2908,2096,2097,55,29,54,95051,,2/30,PhD,93,0,0,0,0,0
2909,1536,1537,36,12,73,95617,4.0,2/00,PhD,188,0,0,0,1,0
2910,4764,4765,56,32,88,95051,4.0,1/00,Master,0,0,0,0,1,1
2911,4610,4611,37,13,79,91330,,3/60,Master,104,0,0,0,1,0
2912,1139,1140,55,28,38,95616,3.0,1/00,,0,0,0,0,1,0
2913,4492,4493,56,26,91,94939,1.0,3/00,PhD,0,0,0,0,1,1
2914,1378,1379,54,29,34,93305,,0/10,PhD,0,0,0,0,1,0
2915,540,541,25,-1,109,94010,,2/30,PhD,314,0,0,0,1,0
2916,1996,1997,49,24,38,94305,1.0,1/40,PhD,0,0,0,0,0,0
2917,1571,1572,37,13,73,95758,4.0,2/40,Bach,0,0,0,0,0,0
2918,4391,4392,46,22,113,94105,2.0,3/30,Bach,0,0,0,0,0,1
2919,2598,2599,46,20,9,94005,1.0,0/20,Bach,0,0,0,0,1,0
2920,2707,2708,35,9,131,90089,,0/30,,0,1,0,1,1,1
2921,2973,2974,47,22,82,92084,,2/90,,276,0,0,0,1,0
2922,29,30,38,13,119,94104,1.0,3/30,,0,1,0,1,1,1
2923,1853,1854,51,25,60,90401,4.0,2/60,,97,0,0,0,1,0
2924,821,822,39,13,33,92093,,1/50,,0,0,0,0,0,0
2925,2883,2884,40,14,92,90024,4.0,1/40,,0,0,0,0,1,0
2926,2219,2220,52,22,58,93101,4.0,2/00,PhD,223,0,0,0,1,0
2927,4025,4026,51,27,53,94114,1.0,1/80,PhD,0,0,0,0,0,1
2928,857,858,49,25,30,95616,,0/20,Bach,0,0,0,1,1,1
2929,1016,1017,30,5,69,94720,1.0,0/80,Master,0,0,1,0,1,0
2930,1,2,45,19,34,90089,,1/50,Bach,0,0,1,0,0,0
2931,737,738,64,37,138,94709,2.0,2/80,Master,0,1,0,0,1,0
2932,230,231,47,22,92,94720,1.0,2/80,Master,0,0,0,0,1,0
2933,493,494,50,24,173,94720,1.0,1/00,Bach,0,0,0,0,1,1
2934,3073,3074,29,5,149,94611,,1/50,Bach,0,0,0,0,1,0
2935,3846,3847,31,5,43,94720,1.0,1/50,Bach,0,0,0,0,0,0
2936,4343,4344,38,14,63,95422,,3/60,Master,0,0,1,0,1,0
2937,4100,4101,27,2,41,90254,2.0,1/70,Master,0,0,0,0,1,0
2938,621,622,41,17,114,91125,2.0,1/80,Master,0,0,0,0,1,0
2939,3522,3523,64,40,90,94028,2.0,0/00,PhD,134,0,0,0,0,0
2940,40,41,57,32,84,92672,3.0,1/60,PhD,0,0,1,0,0,0
2941,3059,3060,61,36,128,94550,1.0,2/60,,0,0,0,0,1,0
2942,3054,3055,45,21,134,92697,4.0,5/50,Master,0,1,0,1,1,1
2943,1203,1204,62,37,50,91311,3.0,2/40,Bach,0,0,0,0,1,0
2944,2683,2684,51,25,19,95812,1.0,1/40,PhD,98,0,0,0,0,0
2945,69,70,53,29,20,90045,,0/20,,0,0,0,0,1,0
2946,3008,3009,55,25,92,94550,,3/00,PhD,158,0,0,0,0,1
2947,775,776,65,39,23,92835,,0/70,,0,0,0,0,0,1
2948,1067,1068,50,24,195,95035,1.0,1/70,,0,0,0,0,0,0
2949,2723,2724,54,29,72,94558,,3/70,Bach,144,0,0,0,1,0
2950,1665,1666,37,12,100,92735,,1/20,PhD,341,0,0,0,1,1
2951,1776,1777,50,26,42,94080,4.0,1/10,,151,0,0,0,1,0
2952,4189,4190,45,19,93,91116,2.0,1/70,Master,0,0,0,0,0,0
2953,577,578,52,28,149,94043,,6/80,Bach,0,0,0,0,1,0
2954,3562,3563,32,8,169,94596,1.0,6/50,PhD,272,1,1,1,1,0
2955,766,767,37,12,81,94538,1.0,2/80,Bach,0,0,0,0,0,0
2956,3360,3361,48,24,133,90740,1.0,5/00,,0,0,0,0,0,0
2957,1656,1657,40,15,175,92646,2.0,3/30,Bach,0,0,0,0,1,0
2958,2206,2207,33,7,48,92831,4.0,2/20,Master,207,0,0,0,0,0
2959,4103,4104,44,20,52,94143,1.0,0/80,PhD,196,0,0,0,0,1
2960,3574,3575,56,30,64,95123,,0/30,Master,0,0,0,0,0,1
2961,3035,3036,50,24,31,95054,,0/30,,0,0,0,0,0,0
2962,3829,3830,65,39,44,92038,1.0,0/50,,0,0,0,0,1,1
2963,4530,4531,33,9,19,95370,2.0,1/00,Master,92,0,0,0,1,0
2964,1278,1279,36,10,74,94305,,2/50,Bach,0,0,0,0,0,1
2965,123,124,37,13,84,92130,,3/60,Master,0,0,1,0,0,0
2966,4105,4106,39,15,139,91801,1.0,3/40,Bach,353,0,0,0,1,0
2967,4237,4238,60,34,78,90401,3.0,4/40,Bach,0,0,1,0,0,0
2968,80,81,60,36,41,95134,4.0,1/30,Bach,174,0,0,0,1,1
2969,1326,1327,32,5,63,90024,,2/00,Master,0,0,1,0,1,0
2970,2859,2860,35,11,188,94596,1.0,0/90,PhD,282,1,0,0,1,0
2971,1010,1011,27,3,98,95616,2.0,2/50,Bach,361,0,1,1,1,1
2972,204,205,56,31,61,96150,,1/90,Master,105,0,0,0,0,0
2973,533,534,27,2,101,92807,1.0,1/90,Bach,0,0,0,0,0,0
2974,2593,2594,48,23,161,96003,4.0,7/90,PhD,310,1,0,0,0,0
2975,501,502,50,26,39,90640,,1/90,Master,0,0,0,0,1,0
2976,1024,1025,58,33,122,93711,4.0,0/20,Master,0,1,0,1,1,0
2977,1764,1765,45,21,44,94596,3.0,0/60,Master,0,0,0,0,1,0
2978,2804,2805,56,32,33,95014,3.0,1/50,Bach,0,0,0,0,0,0
2979,4513,4514,43,19,114,92325,1.0,1/70,Bach,0,0,0,0,1,0
2980,1776,1777,50,26,42,94080,4.0,1/10,,151,0,0,0,1,0
2981,4428,4429,51,27,12,95818,4.0,1/00,Bach,0,0,1,0,1,0
2982,1503,1504,34,8,52,94720,4.0,2/20,Master,0,0,0,0,0,0
2983,2151,2152,41,16,19,91730,2.0,0/30,Master,105,0,0,0,0,0
2984,2271,2272,60,34,101,94928,3.0,4/40,,0,0,0,0,1,1
2985,739,740,49,23,82,91902,,2/40,Master,0,0,0,0,0,0
2986,4541,4542,62,38,124,95023,1.0,3/80,Bach,405,0,0,0,1,0
2987,427,428,32,7,35,92521,,1/30,Bach,116,0,0,0,0,1
2988,4684,4685,59,34,103,91360,,2/60,Bach,0,0,0,0,1,0
2989,910,911,60,36,79,92120,1.0,1/80,PhD,0,0,0,0,0,1
2990,2464,2465,60,36,32,92407,,0/40,Master,165,0,0,0,1,0
2991,911,912,47,21,68,94538,,2/60,,0,0,0,0,0,0
2992,4044,4045,36,11,9,90266,2.0,0/30,Master,99,0,1,0,0,0
2993,2116,2117,44,17,70,94920,3.0,2/67,Master,0,0,0,0,0,0
2994,3505,3506,64,39,103,90304,,0/80,PhD,0,0,0,0,1,1
2995,142,143,33,9,48,91770,1.0,2/10,PhD,0,0,0,0,0,1
2996,944,945,41,15,22,90503,4.0,1/50,PhD,0,0,0,0,0,1
2997,2160,2161,43,17,55,93933,,2/20,Master,0,0,0,0,0,0
2998,3100,3101,52,27,81,90024,,3/80,Master,0,0,0,0,0,1
2999,2646,2647,45,20,191,92007,3.0,2/60,PhD,123,1,0,0,0,0
3000,2470,2471,33,7,81,92122,2.0,4/50,PhD,187,0,0,1,1,1
3001,1129,1130,30,4,73,94305,3.0,3/30,,0,1,0,1,1,1
3002,3882,3883,31,7,43,92646,1.0,2/10,PhD,166,0,0,0,0,1
3003,4087,4088,52,28,179,94583,4.0,4/20,PhD,0,1,0,0,0,0
3004,2792,2793,54,30,44,95616,3.0,1/50,Bach,117,0,0,0,1,0
3005,1856,1857,51,24,21,95014,2.0,1/00,Master,0,0,0,0,1,0
3006,2419,2420,63,37,44,94550,2.0,1/00,PhD,0,0,0,0,1,0
3007,3634,3635,59,35,73,90009,4.0,2/30,,0,0,0,0,0,0
3008,3399,3400,54,29,54,94720,2.0,2/10,PhD,97,0,0,0,0,0
3009,2244,2245,57,31,53,92806,1.0,0/80,Master,120,0,0,0,0,0
3010,2775,2776,38,13,163,95039,1.0,4/10,,0,0,0,0,0,0
3011,233,234,62,37,58,91320,,1/70,Bach,0,0,0,0,1,0
3012,2709,2710,28,4,69,94305,,0/70,Master,170,0,0,0,0,0
3013,1577,1578,34,8,65,92093,1.0,3/00,Bach,227,1,0,0,1,0
3014,1947,1948,52,28,62,94111,1.0,1/80,,231,0,0,0,1,0
3015,1818,1819,45,20,62,95818,2.0,2/20,,0,0,0,0,1,0
3016,4525,4526,36,11,110,94110,1.0,3/80,Bach,0,0,0,0,1,1
3017,1870,1871,63,37,110,95032,1.0,4/10,PhD,0,1,0,0,0,0
3018,848,849,57,32,19,94720,4.0,0/90,,0,0,0,0,1,0
3019,2754,2755,26,1,61,93943,4.0,2/20,Bach,119,0,0,0,0,0
3020,1682,1683,51,26,14,92182,2.0,0/00,,103,0,0,0,1,0
3021,1432,1433,26,2,195,90245,1.0,6/33,,0,0,0,0,0,0
3022,458,459,48,24,20,95841,1.0,1/00,Bach,0,0,0,0,1,1
3023,3377,3378,35,10,83,95370,,0/70,PhD,315,0,0,0,1,0
3024,1624,1625,28,2,31,90024,2.0,0/30,Master,0,0,1,0,1,0
3025,2484,2485,46,21,30,92697,,1/40,PhD,112,0,1,0,0,0
3026,1466,1467,33,9,145,94303,2.0,4/33,Bach,277,0,0,0,0,1
3027,2291,2292,47,23,90,95449,,2/70,Bach,323,0,0,0,0,0
3028,2063,2064,56,30,32,94080,2.0,0/40,PhD,0,0,0,0,1,0
3029,1697,1698,64,38,32,90065,,0/70,Master,0,0,0,0,1,1
3030,4057,4058,57,32,38,90740,2.0,2/10,PhD,0,0,0,0,0,0
3031,991,992,40,14,28,94025,,1/50,PhD,0,0,0,0,0,1
3032,2264,2265,35,11,9,93106,4.0,0/70,Master,0,0,0,0,1,0
3033,3636,3637,37,11,64,96094,3.0,0/90,Master,0,0,0,0,1,0
3034,292,293,30,5,38,94542,4.0,0/80,Bach,129,0,0,0,1,1
3035,2982,2983,59,33,111,95120,3.0,4/40,,0,0,0,0,1,0
3036,1334,1335,47,22,35,94304,2.0,1/30,,0,0,0,0,1,0
3037,4129,4130,29,3,10,91320,4.0,0/40,Bach,87,0,0,0,1,1
3038,218,219,44,20,72,92807,,0/30,PhD,0,0,0,0,1,0
3039,2329,2330,30,4,39,94022,1.0,1/50,Bach,0,0,0,0,1,0
3040,4707,4708,59,35,91,95008,,1/60,Bach,0,0,1,0,0,1
3041,1967,1968,43,18,89,94303,3.0,0/50,PhD,108,0,0,0,0,1
3042,3180,3181,27,3,103,92121,,0/60,,84,0,0,0,0,0
3043,937,938,38,13,62,92093,3.0,0/70,Master,0,0,1,0,1,0
3044,2386,2387,31,5,72,94542,,1/60,,0,0,0,0,1,0
3045,1668,1669,63,37,20,90066,1.0,0/80,Master,0,0,1,0,0,1
3046,4329,4330,59,33,10,94063,4.0,0/70,PhD,0,0,0,0,1,0
3047,562,563,28,3,85,94035,1.0,0/80,Master,0,0,0,0,1,1
3048,1088,1089,59,35,95,95521,1.0,3/80,,0,0,0,0,1,1
3049,604,605,28,3,70,90245,4.0,2/20,Bach,240,0,0,0,0,1
3050,2440,2441,31,5,22,91401,1.0,0/60,,0,0,0,0,0,0
3051,2529,2530,29,5,44,95819,3.0,0/10,Master,0,0,0,0,1,1
3052,2445,2446,47,23,25,93106,,0/90,,0,0,0,0,1,0
3053,1516,1517,41,17,49,92130,,2/20,Master,0,0,0,0,0,0
3054,4621,4622,57,32,60,93407,,1/70,Bach,0,0,1,1,1,1
3055,3980,3981,46,22,89,92866,4.0,1/40,Master,0,0,0,0,1,0
3056,4901,4902,26,0,54,96094,3.0,1/10,Master,0,0,0,0,1,0
3057,1608,1609,36,10,35,94608,2.0,0/30,Bach,98,0,0,0,1,0
3058,4347,4348,58,33,22,90024,3.0,0/20,,0,0,0,0,1,0
3059,896,897,50,24,161,95133,3.0,3/40,Bach,212,1,0,0,1,0
3060,553,554,52,28,101,91330,2.0,0/30,Bach,0,0,0,0,0,0
3061,3314,3315,38,13,41,90073,4.0,1/70,Bach,0,0,0,0,1,0
3062,916,917,44,20,85,92192,,3/20,Bach,0,0,0,0,1,0
3063,4395,4396,66,41,25,94720,,0/60,Master,0,0,0,0,1,1
3064,4487,4488,38,14,81,94583,1.0,3/60,Master,0,0,0,0,1,1
3065,924,925,55,30,32,91330,4.0,0/10,,0,0,1,0,0,0
3066,694,695,32,7,112,90740,1.0,3/80,,81,0,0,0,1,0
3067,269,270,43,13,33,95039,1.0,0/75,PhD,0,0,0,0,0,0
3068,948,949,30,4,81,92037,1.0,2/90,PhD,259,0,0,0,1,1
3069,4834,4835,49,23,70,94305,1.0,0/30,Bach,217,0,0,0,0,0
3070,3081,3082,36,10,78,95064,2.0,4/50,PhD,204,0,0,0,1,1
3071,1302,1303,42,16,38,94087,3.0,0/90,PhD,0,0,0,0,0,0
3072,787,788,45,15,202,91380,3.0,10/00,,0,1,0,0,0,0
3073,732,733,26,1,85,90064,,1/90,,0,0,0,0,1,0
3074,3813,3814,62,37,19,91343,3.0,1/30,Master,97,0,0,0,1,0
3075,3258,3259,41,17,42,91910,,2/20,,185,0,1,0,1,0
3076,719,720,61,35,110,92521,3.0,4/40,Bach,0,0,1,0,1,0
3077,3572,3573,30,6,30,90245,,0/40,PhD,0,0,0,0,1,1
3078,2170,2171,39,13,52,95039,,0/50,PhD,0,0,1,0,0,1
3079,4973,4974,31,1,68,95045,,4/00,PhD,0,0,0,0,1,0
3080,2820,2821,29,4,102,90245,2.0,3/30,Bach,303,0,0,0,0,0
3081,2076,2077,49,23,119,91030,,7/30,Bach,398,0,0,0,0,0
3082,921,922,31,5,91,92096,3.0,1/60,Bach,126,0,0,0,1,1
3083,2611,2612,33,8,78,95051,3.0,0/60,Master,0,0,0,0,1,0
3084,2072,2073,29,3,39,95831,,0/20,Bach,137,0,0,0,1,1
3085,3631,3632,46,21,51,90089,,1/90,PhD,0,0,0,0,0,0
3086,3766,3767,59,35,108,90245,,3/80,Master,304,1,0,0,1,0
3087,3782,3783,30,5,80,91311,4.0,2/20,,0,0,1,0,1,0
3088,1677,1678,34,10,42,92173,1.0,1/50,Master,131,0,0,0,0,0
3089,2533,2534,54,29,111,93023,1.0,1/10,Master,0,1,0,0,1,0
3090,4375,4376,34,10,51,90032,3.0,2/00,Bach,130,0,0,0,0,0
3091,1881,1882,46,19,82,91365,,2/67,Master,0,0,0,0,0,0
3092,3090,3091,61,31,19,91109,1.0,1/50,PhD,0,0,0,0,1,0
3093,3651,3652,49,23,140,90504,1.0,1/90,PhD,0,1,0,0,0,1
3094,622,623,41,17,92,93555,2.0,1/90,,131,0,0,0,1,0
3095,2278,2279,30,4,204,91107,2.0,4/50,,0,0,0,0,1,0
3096,4890,4891,61,35,51,93555,3.0,1/40,PhD,0,0,0,0,1,0
3097,4612,4613,32,6,18,92007,2.0,0/30,,0,0,0,0,1,0
3098,4901,4902,26,0,54,96094,3.0,1/10,Master,0,0,0,0,1,0
3099,3125,3126,46,20,18,92521,,0/20,Bach,0,0,0,0,1,1
3100,2873,2874,48,23,35,93943,,0/10,Bach,0,0,1,0,1,0
3101,2341,2342,36,10,91,92028,1.0,1/50,PhD,289,0,0,0,1,0
3102,4128,4129,46,21,53,93555,,1/90,PhD,0,0,0,0,0,0
3103,1674,1675,37,11,139,95814,,0/80,Master,421,1,0,0,1,0
3104,1364,1365,44,19,69,92129,4.0,0/40,,0,0,0,0,0,0
3105,92,93,43,19,34,94305,3.0,0/60,,0,0,0,0,0,0
3106,2613,2614,52,26,110,94501,2.0,5/40,PhD,204,1,1,1,1,0
3107,876,877,40,14,58,94025,2.0,2/80,,0,0,0,0,1,0
3108,2283,2284,54,28,79,92677,4.0,2/60,PhD,0,0,0,0,0,0
3109,3398,3399,40,14,62,92028,2.0,2/40,Master,0,0,0,0,1,1
3110,70,71,42,18,115,91335,1.0,3/50,Bach,0,0,0,0,0,1
3111,144,145,49,23,70,92093,2.0,1/50,,0,0,0,0,0,0
3112,1605,1606,54,28,83,93555,3.0,0/80,Bach,0,0,0,0,1,0
3113,4879,4880,40,15,43,90095,4.0,1/70,,98,0,0,0,0,0
3114,1339,1340,52,25,180,94545,,9/00,,297,1,0,0,1,0
3115,100,101,48,23,74,94080,,1/20,Bach,0,0,0,0,1,0
3116,4479,4480,32,8,128,93117,2.0,4/33,Bach,0,0,0,0,1,0
3117,2733,2734,55,29,72,93107,3.0,0/30,Master,147,0,0,0,0,0
3118,4937,4938,33,8,162,94960,,8/60,Bach,0,0,0,1,1,1
3119,1208,1209,50,26,48,91711,,1/60,Master,0,0,0,0,0,1
3120,2333,2334,45,21,61,95812,3.0,0/70,Bach,0,0,1,1,1,1
3121,1226,1227,60,36,14,90089,2.0,0/30,,109,0,0,0,1,1
3122,1229,1230,56,32,80,94596,,2/67,Bach,0,0,0,0,1,0
3123,1827,1828,56,30,113,92704,2.0,2/70,Bach,352,0,0,0,0,1
3124,3711,3712,27,1,20,94720,4.0,0/40,Bach,99,0,0,0,1,0
3125,3819,3820,57,27,50,93950,4.0,2/00,PhD,0,0,0,0,1,0
3126,0,1,25,1,49,91107,4.0,1/60,Bach,0,0,1,0,0,0
3127,3742,3743,32,8,181,94596,,6/00,Bach,0,0,0,1,1,1
3128,4962,4963,46,20,122,90065,3.0,3/00,PhD,0,1,0,1,1,1
3129,3767,3768,40,16,83,95819,4.0,2/67,Bach,0,0,0,0,1,1
3130,2961,2962,60,36,50,95741,1.0,1/80,PhD,0,0,0,0,1,0
3131,1410,1411,60,35,44,92126,,2/10,Bach,0,0,0,0,0,0
3132,4955,4956,63,37,39,91207,2.0,0/70,PhD,0,0,0,0,1,1
3133,602,603,29,5,135,95035,2.0,0/60,Bach,0,0,0,0,0,0
3134,2417,2418,25,0,53,90095,,1/60,PhD,0,0,0,0,1,1
3135,616,617,40,14,33,94025,2.0,1/40,,0,0,0,0,1,1
3136,2147,2148,27,3,20,92007,,1/00,,0,0,0,0,0,0
3137,3471,3472,50,25,38,95503,1.0,1/40,PhD,0,0,0,0,1,0
3138,749,750,58,34,60,92008,4.0,1/60,Master,0,0,0,0,0,1
3139,3614,3615,34,10,154,94583,3.0,5/40,,0,1,0,0,1,0
3140,2666,2667,32,7,100,92126,3.0,0/60,Master,0,0,0,0,1,0
3141,4736,4737,51,25,65,94143,3.0,0/70,Master,0,0,0,0,0,0
3142,1102,1103,29,3,84,95023,,2/90,PhD,0,0,0,0,1,0
3143,1267,1268,50,23,23,94720,,1/00,Master,0,0,1,0,0,0
3144,2842,2843,36,11,90,94709,1.0,2/80,Bach,0,0,0,0,1,0
3145,736,737,61,35,152,91016,3.0,3/30,,0,1,0,0,1,0
3146,3495,3496,32,8,44,91401,1.0,1/80,Master,192,0,0,0,1,0
3147,4147,4148,59,35,180,96008,2.0,6/50,,0,1,1,1,1,1
3148,339,340,39,13,89,92110,4.0,1/40,Master,0,0,0,0,0,0
3149,3203,3204,44,20,119,92677,2.0,7/50,Bach,239,0,0,0,1,0
3150,95,96,38,12,48,95617,4.0,0/20,PhD,0,0,0,0,1,0
3151,4763,4764,51,25,173,95051,1.0,0/50,Master,0,1,0,0,1,0
3152,3480,3481,64,39,49,94591,,1/50,Bach,0,0,1,0,1,0
3153,2751,2752,47,23,32,92251,,0/60,,156,0,0,0,1,1
3154,3654,3655,53,28,61,94061,,0/90,,177,0,0,0,0,0
3155,1047,1048,55,31,73,94143,,1/60,Master,0,0,0,0,0,0
3156,772,773,54,28,165,92093,1.0,4/10,PhD,0,1,0,1,1,1
3157,2594,2595,48,23,79,94024,1.0,0/20,Master,0,0,0,0,0,0
3158,1837,1838,43,18,103,90089,,1/00,,180,0,0,0,1,1
3159,4641,4642,36,11,31,94022,,1/70,Bach,124,0,0,0,1,1
3160,1298,1299,38,14,74,90274,1.0,3/60,Master,0,0,0,0,1,1
3161,2062,2063,57,31,55,92521,3.0,2/50,,219,0,0,1,1,1
